player_id,season,competition_id,season_end,appearances,minutes_played,goals,assists,yellow_cards,red_cards,clubs_in_season,name,position,sub_position,foot,height_in_cm,country_of_citizenship,date_of_birth,age_at_season_end,valuation_date,valuation_gap_days,target_market_value_in_eur,target_log_market_value
135853,2016,GB1,2017-05-21,35,2714.0,8.0,2.0,9.0,0.0,1,Manuel Lanzini,Midfield,Attacking Midfield,right,170,Argentina,1993-02-15,24.26,2017-06-28,38,15000000,16.52356082573315
136610,2016,GB1,2017-05-21,18,1577.0,0.0,0.0,6.0,0.0,1,Papy Djilobodji,Defender,Centre-Back,left,193,Senegal,1988-12-01,28.47,2017-06-28,38,5000000,15.424948670398354
139208,2016,GB1,2017-05-21,21,1854.0,1.0,0.0,5.0,0.0,1,Virgil van Dijk,Defender,Centre-Back,right,195,Netherlands,1991-07-08,25.87,2017-06-28,38,30000000,17.216707972959764
139503,2016,GB1,2017-05-21,24,921.0,3.0,2.0,1.0,0.0,2,Enner Valencia,Attack,Centre-Forward,right,177,Ecuador,1989-11-04,27.54,2017-06-28,38,10000000,16.118095750958314
141655,2016,GB1,2017-05-21,8,182.0,0.0,1.0,0.0,0.0,1,Zeki Fryers,Defender,Left-Back,left,185,England,1992-09-09,24.7,2017-06-28,38,1500000,14.220976332738882
141660,2016,GB1,2017-05-21,25,1366.0,1.0,2.0,3.0,0.0,1,Jesse Lingard,Midfield,Attacking Midfield,right,174,England,1992-12-15,24.43,2017-06-28,38,12000000,16.300417291085605
143424,2016,GB1,2017-05-21,29,1562.0,2.0,7.0,1.0,0.0,1,Alex Oxlade-Chamberlain,Midfield,Central Midfield,right,180,England,1993-08-15,23.76,2017-06-28,38,22000000,16.906553056777135
144303,2016,GB1,2017-05-21,12,1012.0,2.0,0.0,4.0,0.0,1,Lazar Markovic,Attack,Right Winger,right,175,Serbia,1994-03-02,23.22,2017-06-28,38,10000000,16.118095750958314
145922,2016,GB1,2017-05-21,6,359.0,0.0,0.0,2.0,0.0,1,Jon Flanagan,Defender,Right-Back,right,181,England,1993-01-01,24.38,2017-06-28,38,3500000,15.068273812173887
145988,2016,GB1,2017-05-21,35,3025.0,7.0,11.0,8.0,0.0,1,Wilfried Zaha,Attack,Left Winger,right,180,Cote d'Ivoire,1992-11-10,24.53,2017-06-28,38,18000000,16.705882371415992
146795,2016,GB1,2017-05-21,28,1767.0,3.0,8.0,3.0,0.0,1,Ryan Fraser,Attack,Left Winger,right,163,Scotland,1994-02-24,23.24,2017-06-28,38,5000000,15.424948670398354
148262,2016,GB1,2017-05-21,32,2695.0,2.0,1.0,6.0,1.0,1,Jeff Hendrick,Midfield,Central Midfield,right,185,Ireland,1992-01-31,25.3,2017-06-28,38,6000000,15.607270193858982
148368,2016,GB1,2017-05-21,34,1460.0,7.0,4.0,0.0,0.0,1,Divock Origi,Attack,Centre-Forward,right,189,Belgium,1995-04-18,22.09,2017-06-28,38,12000000,16.300417291085605
149498,2016,GB1,2017-05-21,19,1516.0,0.0,0.0,6.0,0.0,1,Gabriel Paulista,Defender,Centre-Back,right,185,Brazil,1990-11-26,26.48,2017-06-28,38,13000000,16.380459992348886
157501,2016,GB1,2017-05-21,16,1254.0,2.0,2.0,2.0,0.0,1,M'Baye Niang,Attack,Centre-Forward,right,188,Senegal,1994-12-19,22.42,2017-06-28,38,15000000,16.52356082573315
157506,2016,GB1,2017-05-21,19,1137.0,0.0,1.0,0.0,0.0,2,Jeffrey Schlupp,Midfield,Left Midfield,left,178,Ghana,1992-12-23,24.41,2017-06-28,38,8000000,15.894952224644102
157509,2016,GB1,2017-05-21,9,246.0,0.0,1.0,0.0,0.0,1,Kurt Zouma,Defender,Centre-Back,right,190,France,1994-10-27,22.57,2017-06-28,38,15000000,16.52356082573315
160438,2016,GB1,2017-05-21,14,694.0,0.0,1.0,1.0,0.0,1,Mohamed Elneny,Midfield,Defensive Midfield,right,179,Egypt,1992-07-11,24.86,2017-06-28,38,10000000,16.118095750958314
162029,2016,GB1,2017-05-21,20,1428.0,1.0,0.0,2.0,0.0,1,Javier Manquillo,Defender,Right-Back,right,178,Spain,1994-05-05,23.04,2017-06-28,38,4000000,15.201805169084134
163744,2016,GB1,2017-05-21,17,1469.0,0.0,1.0,1.0,0.0,1,Jack Stephens,Defender,Centre-Back,right,185,England,1994-01-27,23.31,2017-06-28,38,3500000,15.068273812173887
167268,2016,GB1,2017-05-21,9,354.0,0.0,0.0,0.0,0.0,1,Paddy McNair,Defender,Centre-Back,right,189,Northern Ireland,1995-04-27,22.07,2017-06-28,38,4000000,15.201805169084134
167393,2016,GB1,2017-05-21,1,59.0,0.0,0.0,0.0,0.0,1,James Husband,Defender,Left-Back,left,179,England,1994-01-03,23.38,2017-06-28,38,500000,13.122365377402328
167799,2016,GB1,2017-05-21,22,1299.0,0.0,0.0,2.0,0.0,1,Pierre-Emile Højbjerg,Midfield,Defensive Midfield,right,185,Denmark,1995-08-05,21.79,2017-06-28,38,8000000,15.894952224644102
167850,2016,GB1,2017-05-21,4,20.0,0.0,0.0,1.0,0.0,1,Memphis Depay,Attack,Centre-Forward,right,178,Netherlands,1994-02-13,23.27,2017-06-01,11,19000000,16.759949589762293
168337,2016,GB1,2017-05-21,21,753.0,2.0,0.0,1.0,0.0,1,Ahmed Musa,Attack,Left Winger,right,171,Nigeria,1992-10-14,24.6,2017-06-28,38,17000000,16.648723960844016
171260,2016,GB1,2017-05-21,11,692.0,0.0,0.0,2.0,0.0,1,Jay Fulton,Midfield,Central Midfield,right,185,Scotland,1994-04-04,23.13,2017-06-28,38,500000,13.122365377402328
171424,2016,GB1,2017-05-21,36,2834.0,6.0,4.0,4.0,0.0,1,Riyad Mahrez,Attack,Right Winger,left,179,Algeria,1991-02-21,26.25,2017-06-28,38,30000000,17.216707972959764
173504,2016,GB1,2017-05-21,19,556.0,0.0,0.0,1.0,0.0,1,James Tarkowski,Defender,Centre-Back,right,185,England,1992-11-19,24.5,2017-06-28,38,2000000,14.508658238524095
174915,2016,GB1,2017-05-21,23,1279.0,7.0,4.0,1.0,0.0,1,Islam Slimani,Attack,Centre-Forward,right,188,Algeria,1988-06-18,28.92,2017-06-28,38,25000000,17.034386422832473
175722,2016,GB1,2017-05-21,36,3044.0,2.0,0.0,6.0,0.0,1,Eric Dier,Defender,Centre-Back,right,191,England,1994-01-15,23.35,2017-06-28,38,25000000,17.034386422832473
175745,2016,GB1,2017-05-21,5,272.0,0.0,0.0,1.0,0.0,1,Brad Smith,Defender,Left-Back,left,178,Australia,1994-04-09,23.12,2017-06-28,38,2000000,14.508658238524095
177476,2016,GB1,2017-05-21,12,831.0,3.0,1.0,1.0,0.0,2,Nathan Aké,Defender,Centre-Back,left,180,Netherlands,1995-02-18,22.25,2017-06-28,38,8000000,15.894952224644102
177847,2016,GB1,2017-05-21,25,1630.0,0.0,3.0,5.0,0.0,1,Adnan Januzaj,Attack,Right Winger,left,186,Belgium,1995-02-05,22.29,2017-06-28,38,7000000,15.76142084987672
177907,2016,GB1,2017-05-21,29,2307.0,2.0,2.0,5.0,0.0,1,Harry Maguire,Defender,Centre-Back,right,194,England,1993-03-05,24.21,2017-06-28,38,8000000,15.894952224644102
179184,2016,GB1,2017-05-21,20,238.0,5.0,1.0,0.0,0.0,1,Michy Batshuayi,Attack,Centre-Forward,right,185,Belgium,1993-10-02,23.63,2017-06-28,38,25000000,17.034386422832473
179451,2016,GB1,2017-05-21,12,607.0,0.0,1.0,1.0,0.0,1,Donald Love,Defender,Right-Back,right,178,Scotland,1994-12-02,22.47,2017-06-28,38,1000000,13.815511557963774
181380,2016,GB1,2017-05-21,13,971.0,0.0,1.0,1.0,0.0,1,Arthur Masuaku,Defender,Left-Back,left,179,DR Congo,1993-11-07,23.53,2017-06-28,38,7000000,15.76142084987672
181579,2016,GB1,2017-05-21,30,1884.0,4.0,4.0,4.0,0.0,1,James Ward-Prowse,Midfield,Central Midfield,right,177,England,1994-11-01,22.55,2017-06-28,38,15000000,16.52356082573315
182877,2016,GB1,2017-05-21,25,1560.0,4.0,6.0,2.0,0.0,1,Anthony Martial,Attack,Centre-Forward,right,184,France,1995-12-05,21.46,2017-06-28,38,30000000,17.216707972959764
183288,2016,GB1,2017-05-21,11,691.0,0.0,2.0,1.0,0.0,1,Luke Shaw,Defender,Left-Back,left,178,England,1995-07-12,21.86,2017-06-28,38,20000000,16.811242881518265
183334,2016,GB1,2017-05-21,14,315.0,1.0,0.0,1.0,0.0,2,Patrick Bamford,Attack,Centre-Forward,left,185,England,1993-09-05,23.71,2017-06-28,38,5000000,15.424948670398354
184398,2016,GB1,2017-05-21,13,1036.0,0.0,0.0,0.0,0.0,1,Stephen Kingsley,Defender,Left-Back,left,178,Scotland,1994-07-23,22.83,2017-06-28,38,750000,13.527829818844937
186590,2016,GB1,2017-05-21,27,2013.0,0.0,0.0,1.0,0.0,1,John Stones,Defender,Centre-Back,right,188,England,1994-05-28,22.98,2017-06-28,38,35000000,17.370858648025116
187105,2016,GB1,2017-05-21,8,661.0,1.0,1.0,1.0,0.0,1,Mike van der Hoorn,Defender,Centre-Back,right,190,Netherlands,1992-10-15,24.6,2017-06-28,38,2000000,14.508658238524095
189070,2016,GB1,2017-05-21,18,1149.0,0.0,2.0,1.0,0.0,1,Modou Barrow,Attack,Left Winger,left,176,The Gambia,1992-10-13,24.6,2017-06-28,38,3000000,14.914123179965662
191217,2016,GB1,2017-05-21,33,2499.0,1.0,4.0,4.0,0.0,1,Héctor Bellerín,Defender,Right-Back,right,178,Spain,1995-03-19,22.17,2017-06-28,38,30000000,17.216707972959764
192565,2016,GB1,2017-05-21,26,1787.0,5.0,5.0,4.0,0.0,1,Leroy Sané,Attack,Right Winger,left,183,Germany,1996-01-11,21.36,2017-06-28,38,35000000,17.370858648025116
192611,2016,GB1,2017-05-21,1,90.0,0.0,0.0,0.0,0.0,1,Joel Pereira,Goalkeeper,Goalkeeper,right,189,Portugal,1996-06-28,20.9,2017-08-16,87,250000,12.429220196836383
192765,2016,GB1,2017-05-21,23,1735.0,1.0,3.0,1.0,0.0,1,Ben Davies,Defender,Centre-Back,left,181,Wales,1993-04-24,24.07,2017-06-28,38,12000000,16.300417291085605
195652,2016,GB1,2017-05-21,25,1058.0,0.0,0.0,0.0,0.0,1,Jordon Ibe,Attack,Right Winger,right,176,England,1995-12-08,21.45,2017-06-28,38,8000000,15.894952224644102
197838,2016,GB1,2017-05-21,35,2809.0,13.0,6.0,2.0,1.0,1,Jamie Vardy,Attack,Centre-Forward,right,179,England,1987-01-11,30.36,2017-06-28,38,15000000,16.52356082573315
200512,2016,GB1,2017-05-21,27,2247.0,13.0,6.0,4.0,0.0,1,Sadio Mané,Attack,Left Winger,right,175,Senegal,1992-04-10,25.11,2017-06-28,38,40000000,17.50439003707821
200782,2016,GB1,2017-05-21,4,18.0,0.0,0.0,0.0,0.0,1,Kevin Stewart,Midfield,Defensive Midfield,,182,Jamaica,1993-09-07,23.7,2017-06-28,38,1000000,13.815511557963774
202886,2016,GB1,2017-05-21,6,32.0,0.0,0.0,0.0,0.0,1,Ruben Loftus-Cheek,Midfield,Central Midfield,right,191,England,1996-01-23,21.33,2017-06-28,38,5000000,15.424948670398354
204103,2016,GB1,2017-05-21,27,1537.0,0.0,1.0,1.0,0.0,1,Adama Traoré,Attack,Right Winger,right,178,Spain,1996-01-25,21.32,2017-06-28,38,8000000,15.894952224644102
207015,2016,GB1,2017-05-21,27,832.0,2.0,2.0,0.0,0.0,1,Vincent Janssen,Attack,Centre-Forward,left,185,Netherlands,1994-06-15,22.93,2017-06-28,38,13000000,16.380459992348886
207917,2016,GB1,2017-05-21,12,298.0,0.0,1.0,1.0,0.0,1,Alberto Moreno,Defender,Left-Back,left,171,Spain,1992-07-05,24.88,2017-06-28,38,10000000,16.118095750958314
207929,2016,GB1,2017-05-21,37,3044.0,18.0,9.0,4.0,0.0,1,Dele Alli,Midfield,Attacking Midfield,right,188,England,1996-04-11,21.11,2017-06-28,38,45000000,17.622173069956816
208244,2016,GB1,2017-05-21,3,248.0,0.0,0.0,0.0,0.0,1,Brendan Galloway,Defender,Left-Back,left,186,Zimbabwe,1996-03-17,21.18,2017-06-28,38,3000000,14.914123179965662
209781,2016,GB1,2017-05-21,17,1095.0,4.0,1.0,3.0,1.0,1,Oumar Niasse,Attack,Centre-Forward,right,182,Senegal,1990-04-18,27.09,2017-06-28,38,9000000,16.012735246411598
210081,2016,GB1,2017-05-21,31,2519.0,1.0,1.0,5.0,0.0,1,Didier Ndong,Midfield,Central Midfield,right,179,Gabon,1994-06-17,22.93,2017-06-28,38,10000000,16.118095750958314
214056,2016,GB1,2017-05-21,24,1666.0,1.0,1.0,3.0,0.0,1,Daniel Amartey,Defender,Centre-Back,right,186,Ghana,1994-12-21,22.41,2017-06-28,38,5000000,15.424948670398354
215118,2016,GB1,2017-05-21,25,2250.0,2.0,1.0,4.0,0.0,2,Calum Chambers,Defender,Centre-Back,right,182,England,1995-01-20,22.33,2017-06-28,38,14000000,16.454567959008102
215679,2016,GB1,2017-05-21,8,50.0,0.0,0.0,0.0,0.0,1,Georges-Kevin N'Koudou,Attack,Left Winger,right,172,Cameroon,1995-02-13,22.27,2017-06-28,38,7000000,15.76142084987672
218140,2016,GB1,2017-05-21,5,233.0,0.0,0.0,1.0,0.0,1,George Honeyman,Midfield,Attacking Midfield,right,173,England,1994-09-08,22.7,2017-06-28,38,250000,12.429220196836383
220755,2016,GB1,2017-05-21,3,180.0,1.0,0.0,0.0,0.0,1,Matthew Pennington,Defender,Centre-Back,right,185,England,1994-10-06,22.62,2017-06-28,38,500000,13.122365377402328
222813,2016,GB1,2017-05-21,5,39.0,0.0,0.0,1.0,0.0,1,Marko Grujić,Midfield,Defensive Midfield,right,191,Serbia,1996-04-13,21.1,2017-06-28,38,5000000,15.424948670398354
225083,2016,GB1,2017-05-21,35,3139.0,1.0,1.0,9.0,0.0,1,N'Golo Kanté,Midfield,Defensive Midfield,right,168,France,1991-03-29,26.15,2017-06-28,38,50000000,17.72753358339242
226968,2016,GB1,2017-05-21,13,608.0,0.0,1.0,0.0,0.0,1,Sam McQueen,Defender,Left-Back,left,181,England,1995-02-06,22.29,2017-06-28,38,750000,13.527829818844937
226973,2016,GB1,2017-05-21,3,62.0,0.0,0.0,0.0,0.0,1,Harrison Reed,Midfield,Central Midfield,right,181,England,1995-01-27,22.31,2017-06-28,38,1000000,13.815511557963774
232271,2016,GB1,2017-05-21,24,1101.0,1.0,0.0,5.0,0.0,1,Sofiane Boufal,Midfield,Attacking Midfield,right,175,Morocco,1993-09-17,23.67,2017-06-28,38,15000000,16.52356082573315
234803,2016,GB1,2017-05-21,33,2736.0,1.0,2.0,5.0,0.0,1,Andrew Robertson,Defender,Left-Back,left,178,Scotland,1994-03-11,23.2,2017-06-28,38,7000000,15.76142084987672
236490,2016,GB1,2017-05-21,3,24.0,0.0,0.0,0.0,0.0,1,Ola Aina,Defender,Right-Back,right,184,Nigeria,1996-10-08,20.62,2017-06-28,38,1000000,13.815511557963774
236513,2016,GB1,2017-05-21,5,114.0,0.0,0.0,0.0,0.0,1,Jerome Sinclair,Attack,Centre-Forward,right,181,England,1996-09-20,20.67,2017-06-28,38,1500000,14.220976332738882
236953,2016,GB1,2017-05-21,18,1248.0,0.0,1.0,7.0,0.0,1,Sam Byram,Defender,Left-Back,right,183,England,1993-09-16,23.68,2017-06-28,38,4500000,15.319588176962746
242631,2016,GB1,2017-05-21,26,1462.0,3.0,3.0,1.0,0.0,1,Alex Iwobi,Attack,Left Winger,right,183,Nigeria,1996-05-03,21.05,2017-06-28,38,10000000,16.118095750958314
243589,2016,GB1,2017-05-21,5,18.0,0.0,0.0,0.0,0.0,1,Josh Onomah,Midfield,Central Midfield,right,185,England,1997-04-27,20.07,2017-06-28,38,2500000,14.731801689838349
247555,2016,GB1,2017-05-21,28,985.0,0.0,0.0,4.0,0.0,1,Edimilson Fernandes,Midfield,Defensive Midfield,right,187,Switzerland,1996-04-15,21.1,2017-06-28,38,5000000,15.424948670398354
248045,2016,GB1,2017-05-21,14,1029.0,0.0,3.0,1.0,0.0,1,Duncan Watmore,Attack,Right Winger,right,175,England,1994-03-08,23.2,2017-06-28,38,3000000,14.914123179965662
249089,2016,GB1,2017-05-21,6,431.0,0.0,1.0,1.0,0.0,1,Lewis Cook,Midfield,Central Midfield,right,175,England,1997-02-03,20.29,2017-06-28,38,6000000,15.607270193858982
249126,2016,GB1,2017-05-21,21,478.0,1.0,1.0,1.0,0.0,1,Harry Winks,Midfield,Defensive Midfield,right,178,England,1996-02-02,21.3,2017-06-28,38,4000000,15.201805169084134
250478,2016,GB1,2017-05-21,5,374.0,0.0,0.0,0.0,0.0,1,Matt Targett,Defender,Left-Back,left,183,England,1995-09-18,21.67,2017-06-28,38,3000000,14.914123179965662
253341,2016,GB1,2017-05-21,9,810.0,0.0,0.0,3.0,0.0,1,Rob Holding,Defender,Centre-Back,right,189,England,1995-09-20,21.67,2017-06-28,38,7000000,15.76142084987672
253677,2016,GB1,2017-05-21,7,506.0,0.0,0.0,0.0,0.0,1,Tyrone Mings,Defender,Centre-Back,left,196,England,1993-03-13,24.19,2017-06-28,38,5000000,15.424948670398354
258923,2016,GB1,2017-05-21,32,1703.0,5.0,2.0,3.0,0.0,1,Marcus Rashford,Attack,Left Winger,right,185,England,1997-10-31,19.55,2017-06-28,38,18000000,16.705882371415992
261504,2016,GB1,2017-05-21,4,76.0,0.0,0.0,0.0,0.0,1,Aleix García,Midfield,Central Midfield,right,173,Spain,1997-06-28,19.9,2017-06-28,38,1000000,13.815511557963774
274839,2016,GB1,2017-05-21,17,1522.0,2.0,1.0,0.0,0.0,1,Wilfred Ndidi,Midfield,Defensive Midfield,right,183,Nigeria,1996-12-16,20.43,2017-06-28,38,14000000,16.454567959008102
277114,2016,GB1,2017-05-21,24,1879.0,0.0,0.0,2.0,0.0,1,Jason Denayer,Defender,Centre-Back,right,184,Belgium,1995-06-28,21.9,2017-06-28,38,4000000,15.201805169084134
281404,2016,GB1,2017-05-21,2,90.0,0.0,0.0,0.0,0.0,2,Kenedy,Attack,Left Winger,left,185,Brazil,1996-02-08,21.28,2017-06-28,38,7000000,15.76142084987672
284727,2016,GB1,2017-05-21,16,536.0,1.0,0.0,0.0,0.0,1,Jonathan Calleri,Attack,Centre-Forward,right,181,Argentina,1993-09-23,23.66,2017-06-28,38,8000000,15.894952224644102
286005,2016,GB1,2017-05-21,5,44.0,0.0,0.0,0.0,0.0,1,Julien Ngoy,Attack,Centre-Forward,right,185,Belgium,1997-11-02,19.55,2017-08-16,87,250000,12.429220196836383
286384,2016,GB1,2017-05-21,25,2060.0,0.0,0.0,4.0,0.0,1,Eric Bailly,Defender,Centre-Back,right,187,Cote d'Ivoire,1994-04-12,23.11,2017-06-28,38,30000000,17.216707972959764
286919,2016,GB1,2017-05-21,7,206.0,0.0,1.0,0.0,0.0,1,Josh Sims,Attack,Right Winger,right,174,England,1997-03-28,20.15,2017-06-28,38,500000,13.122365377402328
287431,2016,GB1,2017-05-21,27,2430.0,4.0,0.0,1.0,0.0,1,Alfie Mawson,Defender,Centre-Back,right,189,England,1994-01-19,23.33,2017-06-28,38,6000000,15.607270193858982
289844,2016,GB1,2017-05-21,1,90.0,1.0,0.0,0.0,0.0,1,Josh Harrop,Midfield,Attacking Midfield,right,175,England,1995-12-15,21.43,2017-09-18,120,250000,12.429220196836383
289846,2016,GB1,2017-05-21,16,354.0,0.0,0.0,2.0,0.0,1,Ashley Fletcher,Attack,Centre-Forward,right,185,England,1995-10-02,21.63,2017-06-28,38,1000000,13.815511557963774
291422,2016,GB1,2017-05-21,11,265.0,0.0,0.0,0.0,0.0,1,Lys Mousset,Attack,Centre-Forward,right,186,France,1996-02-08,21.28,2017-06-28,38,4000000,15.201805169084134
292417,2016,GB1,2017-05-21,30,1037.0,1.0,4.0,2.0,0.0,1,Demarai Gray,Attack,Left Winger,right,183,Jamaica,1996-06-28,20.9,2017-06-28,38,9000000,16.012735246411598
293450,2016,GB1,2017-05-21,1,12.0,0.0,0.0,0.0,0.0,1,Baily Cargill,Defender,Centre-Back,left,189,England,1995-07-05,21.88,2017-06-28,38,250000,12.429220196836383
295330,2016,GB1,2017-05-21,20,527.0,4.0,3.0,0.0,0.0,1,Kelechi Iheanacho,Attack,Centre-Forward,left,185,Nigeria,1996-10-03,20.63,2017-06-28,38,15000000,16.52356082573315
295331,2016,GB1,2017-05-21,19,504.0,1.0,1.0,2.0,0.0,1,Isaac Success,Attack,Centre-Forward,right,182,Nigeria,1996-01-07,21.37,2017-06-28,38,4000000,15.201805169084134
298477,2016,GB1,2017-05-21,5,76.0,0.0,0.0,0.0,0.0,1,Oli McBurnie,Attack,Centre-Forward,right,188,Scotland,1996-06-04,20.96,2017-06-28,38,250000,12.429220196836383
306024,2016,GB1,2017-05-21,11,345.0,1.0,0.0,1.0,0.0,1,Dominic Calvert-Lewin,Attack,Centre-Forward,right,189,England,1997-03-16,20.18,2017-06-28,38,3500000,15.068273812173887
307781,2016,GB1,2017-05-21,11,364.0,0.0,0.0,3.0,0.0,1,Lynden Gooch,Attack,Right Winger,right,173,United States,1995-12-24,21.41,2017-06-28,38,750000,13.527829818844937
312017,2016,GB1,2017-05-21,17,849.0,0.0,2.0,2.0,0.0,1,Ramadan Sobhi,Attack,Left Winger,right,183,Egypt,1997-01-23,20.32,2017-06-28,38,5000000,15.424948670398354
314210,2016,GB1,2017-05-21,24,1543.0,2.0,3.0,4.0,0.0,1,Tom Davies,Midfield,Central Midfield,right,180,England,1998-06-30,18.89,2017-06-28,38,8000000,15.894952224644102
314266,2016,GB1,2017-05-21,9,111.0,0.0,1.0,0.0,0.0,1,Jonathan Leko,Attack,Right Winger,right,182,England,1999-04-24,18.08,2017-06-28,38,1500000,14.220976332738882
314353,2016,GB1,2017-05-21,7,165.0,0.0,0.0,0.0,0.0,1,Trent Alexander-Arnold,Defender,Right-Back,right,180,England,1998-10-07,18.62,2017-06-28,38,1500000,14.220976332738882
314875,2016,GB1,2017-05-21,7,179.0,0.0,0.0,0.0,0.0,1,Jarrod Bowen,Attack,Right Winger,left,176,England,1996-12-20,20.42,2017-06-28,38,250000,12.429220196836383
315131,2016,GB1,2017-05-21,4,96.0,0.0,0.0,0.0,0.0,1,Timothy Fosu-Mensah,Defender,Right-Back,right,185,Netherlands,1998-01-02,19.38,2017-06-28,38,2500000,14.731801689838349
316125,2016,GB1,2017-05-21,12,696.0,1.0,0.0,2.0,0.0,1,Ben Chilwell,Defender,Left-Back,left,180,England,1996-12-21,20.41,2017-06-28,38,2500000,14.731801689838349
342046,2016,GB1,2017-05-21,4,305.0,0.0,0.0,0.0,0.0,1,Axel Tuanzebe,Defender,Centre-Back,right,188,DR Congo,1997-11-14,19.52,2017-06-28,38,1000000,13.815511557963774
344015,2016,GB1,2017-05-21,5,83.0,0.0,0.0,0.0,0.0,1,Ben Woodburn,Midfield,Attacking Midfield,right,174,Wales,1999-10-15,17.6,2017-06-28,38,1500000,14.220976332738882
348623,2016,GB1,2017-05-21,18,1371.0,0.0,1.0,2.0,0.0,1,Mason Holgate,Defender,Centre-Back,right,187,Jamaica,1996-10-22,20.58,2017-06-28,38,5000000,15.424948670398354
363205,2016,GB1,2017-05-21,10,651.0,7.0,4.0,2.0,0.0,1,Gabriel Jesus,Attack,Centre-Forward,right,175,Brazil,1997-04-03,20.13,2017-06-28,38,30000000,17.216707972959764
387331,2016,GB1,2017-05-21,8,276.0,0.0,0.0,2.0,0.0,1,Sam Field,Midfield,Defensive Midfield,left,191,England,1998-05-08,19.04,2017-06-28,38,250000,12.429220196836383
406040,2016,GB1,2017-05-21,8,290.0,1.0,0.0,0.0,0.0,1,Ademola Lookman,Attack,Left Winger,right,174,Nigeria,1997-10-20,19.58,2017-06-28,38,5000000,15.424948670398354
419929,2016,GB1,2017-05-21,5,325.0,0.0,0.0,1.0,0.0,1,Josh Tymon,Defender,Left-Back,left,180,England,1999-05-22,18.0,2017-06-28,38,1000000,13.815511557963774
2857,2017,GB1,2018-05-13,2,180.0,0.0,0.0,0.0,0.0,1,Eldin Jakupovic,Goalkeeper,Goalkeeper,right,191,Switzerland,1984-10-02,33.61,2018-05-28,15,1000000,13.815511557963774
3291,2017,GB1,2018-05-13,25,1927.0,1.0,1.0,4.0,0.0,1,Gareth Barry,Midfield,Defensive Midfield,left,184,England,1981-02-23,37.22,2018-05-28,15,1000000,13.815511557963774
3306,2017,GB1,2018-05-13,3,36.0,0.0,0.0,0.0,0.0,1,Jonathan Walters,Attack,Right Winger,right,183,Ireland,1983-09-20,34.64,2018-05-28,15,2000000,14.508658238524095
3332,2017,GB1,2018-05-13,31,2287.0,10.0,2.0,5.0,0.0,1,Wayne Rooney,Attack,Centre-Forward,right,176,England,1985-10-24,32.55,2018-05-28,15,10000000,16.118095750958314
3333,2017,GB1,2018-05-13,32,1763.0,0.0,3.0,3.0,0.0,1,James Milner,Midfield,Central Midfield,right,175,England,1986-01-04,32.35,2018-05-28,15,15000000,16.52356082573315
3547,2017,GB1,2018-05-13,27,2222.0,1.0,1.0,0.0,0.0,1,Darren Fletcher,Midfield,Central Midfield,right,184,Scotland,1984-02-01,34.28,2018-05-28,15,2000000,14.508658238524095
3838,2017,GB1,2018-05-13,1,90.0,0.0,0.0,1.0,0.0,1,Boaz Myhill,Goalkeeper,Goalkeeper,right,191,Wales,1982-11-09,35.51,2018-05-28,15,1000000,13.815511557963774
3875,2017,GB1,2018-05-13,24,1083.0,4.0,1.0,1.0,0.0,1,Jermain Defoe,Attack,Centre-Forward,right,171,England,1982-10-07,35.6,2018-05-28,15,2500000,14.731801689838349
3878,2017,GB1,2018-05-13,2,109.0,0.0,0.0,0.0,0.0,1,Michael Carrick,Midfield,Defensive Midfield,right,189,England,1981-07-28,36.79,2018-05-28,15,1000000,13.815511557963774
3881,2017,GB1,2018-05-13,9,550.0,0.0,0.0,3.0,0.0,1,Glen Johnson,Defender,Right-Back,both,182,England,1984-08-23,33.72,2018-05-28,15,2500000,14.731801689838349
4072,2017,GB1,2018-05-13,31,1555.0,5.0,2.0,4.0,0.0,1,Peter Crouch,Attack,Centre-Forward,right,201,England,1981-01-30,37.28,2018-05-28,15,1000000,13.815511557963774
5285,2017,GB1,2018-05-13,5,228.0,0.0,0.0,0.0,0.0,1,Patrice Evra,Defender,Left-Back,left,174,France,1981-05-15,36.99,2018-05-28,15,1000000,13.815511557963774
5658,2017,GB1,2018-05-13,34,3040.0,0.0,0.0,1.0,0.0,1,Petr Cech,Goalkeeper,Goalkeeper,left,196,Czech Republic,1982-05-20,35.98,2018-05-28,15,3000000,14.914123179965662
6636,2017,GB1,2018-05-13,25,1917.0,0.0,1.0,1.0,0.0,1,Christian Fuchs,Defender,Left-Back,left,187,Austria,1986-04-07,32.1,2018-05-28,15,5000000,15.424948670398354
6710,2017,GB1,2018-05-13,6,365.0,1.0,0.0,0.0,0.0,1,Per Mertesacker,Defender,Centre-Back,right,200,Germany,1984-09-29,33.62,2018-05-28,15,1000000,13.815511557963774
8806,2017,GB1,2018-05-13,32,2310.0,2.0,4.0,6.0,0.0,1,Cesc Fàbregas,Midfield,Central Midfield,right,179,Spain,1987-05-04,31.03,2018-05-28,15,30000000,17.216707972959764
9594,2017,GB1,2018-05-13,17,1396.0,1.0,1.0,6.0,0.0,1,Vincent Kompany,Defender,Centre-Back,right,190,Belgium,1986-04-10,32.09,2018-05-28,15,10000000,16.118095750958314
10003,2017,GB1,2018-05-13,32,2818.0,0.0,0.0,4.0,0.0,1,Wes Morgan,Defender,Centre-Back,right,185,Jamaica,1984-01-21,34.31,2018-05-28,15,3000000,14.914123179965662
